[Tue Mar 31 21:21:56.120013 2015] [:error] [pid 1014] [client 99.254.9.30:50474] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170
[Tue Apr 07 08:56:13.022880 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 172, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:13.022944 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:13.022958 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 190, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:13.204561 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 172, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:13.204684 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:13.204701 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 190, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:13.206523 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 172, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:13.206575 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:13.206588 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 190, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:13.341030 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 172, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:13.341154 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:13.341171 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 190, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:13.342966 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 172, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:13.343011 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:13.343025 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 190, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:13.511512 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 172, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:13.511647 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:13.511664 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 190, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:13.513446 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 172, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:13.513494 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:13.513518 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 190, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:13.680444 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 172, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:13.680678 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:13.680737 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 190, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:13.684248 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 172, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:13.684345 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:13.684374 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 190, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:13.843137 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 172, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:13.843411 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:13.843450 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 190, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:13.846728 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 172, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:13.846828 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:13.846858 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 190, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:14.017982 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 172, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:14.018318 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:14.018356 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 190, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:14.021559 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 172, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:14.021651 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:14.021679 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 190, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:17.342510 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 172, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:17.342653 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:17.342671 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 190, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:17.344780 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 172, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:17.344835 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:17.344854 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 190, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:22.257140 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 172, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:22.257396 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:22.257458 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 190, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:22.260288 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 172, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:22.260375 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:22.260406 2015] [:error] [pid 10628] [client 205.211.52.163:43499] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 190, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:29.104831 2015] [:error] [pid 10415] [client 205.211.52.163:8240] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 172, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:29.105161 2015] [:error] [pid 10415] [client 205.211.52.163:8240] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:29.105322 2015] [:error] [pid 10415] [client 205.211.52.163:8240] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 190, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:29.108988 2015] [:error] [pid 10415] [client 205.211.52.163:8240] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 172, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:29.109082 2015] [:error] [pid 10415] [client 205.211.52.163:8240] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:29.109112 2015] [:error] [pid 10415] [client 205.211.52.163:8240] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 190, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:48.609857 2015] [:error] [pid 8860] [client 205.211.52.163:27416] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 172, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:48.610051 2015] [:error] [pid 8860] [client 205.211.52.163:27416] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:48.610070 2015] [:error] [pid 8860] [client 205.211.52.163:27416] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 190, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:48.611915 2015] [:error] [pid 8860] [client 205.211.52.163:27416] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 172, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:48.611968 2015] [:error] [pid 8860] [client 205.211.52.163:27416] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:56:48.611982 2015] [:error] [pid 8860] [client 205.211.52.163:27416] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 190, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:57:29.791323 2015] [:error] [pid 10630] [client 205.211.52.163:38623] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 172, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:57:29.791518 2015] [:error] [pid 10630] [client 205.211.52.163:38623] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:57:29.791536 2015] [:error] [pid 10630] [client 205.211.52.163:38623] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 190, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:57:29.793453 2015] [:error] [pid 10630] [client 205.211.52.163:38623] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 172, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:57:29.793499 2015] [:error] [pid 10630] [client 205.211.52.163:38623] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:57:29.793513 2015] [:error] [pid 10630] [client 205.211.52.163:38623] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 190, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:57:33.312346 2015] [:error] [pid 10630] [client 205.211.52.163:38623] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 172, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:57:33.312585 2015] [:error] [pid 10630] [client 205.211.52.163:38623] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:57:33.312622 2015] [:error] [pid 10630] [client 205.211.52.163:38623] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 190, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:57:33.320341 2015] [:error] [pid 10630] [client 205.211.52.163:38623] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 172, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:57:33.320440 2015] [:error] [pid 10630] [client 205.211.52.163:38623] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 08:57:33.320489 2015] [:error] [pid 10630] [client 205.211.52.163:38623] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 190, referer: http://marchtennisclub.com/UnitTest/
[Tue Apr 07 09:20:41.235087 2015] [:error] [pid 8860] [client 205.211.52.163:8799] script '/var/www/marchtennisclub.com/public_html/SignUp.php' not found or unable to stat, referer: http://marchtennisclub.com/about.php
[Tue Apr 07 09:31:22.943582 2015] [:error] [pid 10953] [client 205.211.52.163:31749] script '/var/www/marchtennisclub.com/public_html/SignUp.php' not found or unable to stat, referer: http://marchtennisclub.com/about.php
[Tue Apr 07 09:42:32.742596 2015] [:error] [pid 10907] [client 205.211.52.163:4507] script '/var/www/marchtennisclub.com/public_html/SignUp.php' not found or unable to stat, referer: http://marchtennisclub.com/courts.php
[Tue Apr 07 09:43:16.874730 2015] [:error] [pid 11016] [client 205.211.52.163:3963] script '/var/www/marchtennisclub.com/public_html/SignUp.php' not found or unable to stat, referer: http://marchtennisclub.com/index.php
[Tue Apr 07 12:05:00.653452 2015] [:error] [pid 12457] [client 205.211.52.161:4492] PHP Warning:  mkdir(): Permission denied in /var/www/marchtennisclub.com/public_html/errortest.php on line 10
[Tue Apr 07 12:05:00.653705 2015] [:error] [pid 12457] [client 205.211.52.161:4492] PHP Warning:  file_put_contents(myDir/test.txt): failed to open stream: No such file or directory in /var/www/marchtennisclub.com/public_html/errortest.php on line 13
[Tue Apr 07 12:05:06.112784 2015] [:error] [pid 12338] [client 205.211.52.161:7285] PHP Warning:  mkdir(): Permission denied in /var/www/marchtennisclub.com/public_html/errortest.php on line 10
[Tue Apr 07 12:05:06.112982 2015] [:error] [pid 12338] [client 205.211.52.161:7285] PHP Warning:  file_put_contents(myDir/test.txt): failed to open stream: No such file or directory in /var/www/marchtennisclub.com/public_html/errortest.php on line 13
[Tue Apr 07 13:15:25.351754 2015] [:error] [pid 12336] [client 205.211.52.162:31731] PHP Fatal error:  Call to undefined method Utils::path() in /var/www/marchtennisclub.com/public_html/json-api/lib/PublicUtils.class.php on line 32, referer: http://marchtennisclub.com/UnitTest/index.php
[Tue Apr 07 13:16:36.542781 2015] [:error] [pid 11818] [client 205.211.52.162:41217] PHP Fatal error:  Call to a member function error() on a non-object in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/G12Object.class.php on line 66, referer: http://marchtennisclub.com/UnitTest/index.php
[Tue Apr 07 13:38:37.965031 2015] [:error] [pid 12834] [client 205.211.52.162:54558] PHP Warning:  scandir(/var/www/marchtennisclub.com/public_html/res/images): failed to open dir: No such file or directory in /var/www/marchtennisclub.com/public_html/json-api/lib/PublicUtils.class.php on line 34, referer: http://marchtennisclub.com/UnitTest/index.php
[Tue Apr 07 13:38:37.965099 2015] [:error] [pid 12834] [client 205.211.52.162:54558] PHP Warning:  scandir(): (errno 2): No such file or directory in /var/www/marchtennisclub.com/public_html/json-api/lib/PublicUtils.class.php on line 34, referer: http://marchtennisclub.com/UnitTest/index.php
[Tue Apr 07 14:43:10.353641 2015] [:error] [pid 12841] [client 205.211.52.161:14305] PHP Warning:  error_log(testing.log): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/errortest.php on line 3
[Tue Apr 07 14:44:58.623998 2015] [:error] [pid 12842] [client 205.211.52.161:9449] PHP Warning:  error_log(testing.log): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/errortest.php on line 3
[Tue Apr 07 14:45:00.297463 2015] [:error] [pid 12842] [client 205.211.52.161:9449] PHP Warning:  error_log(testing.log): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/errortest.php on line 3
[Tue Apr 07 14:45:18.802049 2015] [:error] [pid 12825] [client 205.211.52.161:15010] PHP Warning:  error_log(testing.log): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/errortest.php on line 3
[Tue Apr 07 14:45:20.171840 2015] [:error] [pid 12825] [client 205.211.52.161:15010] PHP Warning:  error_log(testing.log): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/errortest.php on line 3
[Tue Apr 07 14:45:21.678501 2015] [:error] [pid 12825] [client 205.211.52.161:15010] PHP Warning:  error_log(testing.log): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/errortest.php on line 3
[Tue Apr 07 14:45:25.021018 2015] [:error] [pid 12825] [client 205.211.52.161:15010] PHP Warning:  error_log(testing.log): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/errortest.php on line 3
[Tue Apr 07 14:59:50.433645 2015] [:error] [pid 12834] [client 205.211.52.161:5918] PHP Warning:  error_log(testing.log): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/logs/errortest.php on line 3
[Tue Apr 07 14:59:50.433864 2015] [:error] [pid 12834] [client 205.211.52.161:5918] PHP Warning:  mkdir(): Permission denied in /var/www/marchtennisclub.com/public_html/json-api/logs/errortest.php on line 10
[Tue Apr 07 14:59:50.433963 2015] [:error] [pid 12834] [client 205.211.52.161:5918] PHP Warning:  file_put_contents(myDir/test.txt): failed to open stream: No such file or directory in /var/www/marchtennisclub.com/public_html/json-api/logs/errortest.php on line 13
[Tue Apr 07 21:44:01.510455 2015] [:error] [pid 13367] [client 99.254.9.30:49910] script '/var/www/marchtennisclub.com/public_html/SignUp.php' not found or unable to stat, referer: http://marchtennisclub.com/courts.php
[Tue Apr 07 22:36:14.777788 2015] [:error] [pid 13309] [client 99.254.9.30:50112] script '/var/www/marchtennisclub.com/public_html/SignUp.php' not found or unable to stat, referer: http://marchtennisclub.com/notices.php
[Tue Apr 07 22:36:35.266316 2015] [:error] [pid 13113] [client 99.254.9.30:50113] script '/var/www/marchtennisclub.com/public_html/SignUp.php' not found or unable to stat, referer: http://marchtennisclub.com/notices.php
[Wed Apr 08 00:46:03.431680 2015] [:error] [pid 13895] [client 99.254.9.30:50745] script '/var/www/marchtennisclub.com/public_html/Events.php' not found or unable to stat, referer: http://marchtennisclub.com/
[Wed Apr 08 10:38:32.723902 2015] [:error] [pid 14350] [client 174.95.140.218:57350] script '/var/www/marchtennisclub.com/public_html/errortest.php' not found or unable to stat
[Wed Apr 08 10:50:12.439405 2015] [:error] [pid 14572] [client 174.95.140.218:58153] PHP Warning:  error_log(../testing.log): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/errortest.php on line 3
